SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,USA_GUST,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR,Month,ENSO_Value_x,ENSO_Value_y,ENSO_Value,SST
1961306N23301,1961,115,,,JENNY,1961-11-06 18:00:00,TS,28.5,-52.2,70,974,hurdat_atl,main,1769,1753,O_____________,hurdat_atl,AL101961,28.5,-52.2, ,HU,70.0,974,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,281,Nov,-0.19,-0.19,-0.19,22.99945
1962239N26280,1962,70,,,ALMA,1962-08-28 18:00:00,TS,36.9,-73.5,75,990,hurdat_atl,main,202,202,O_____________,hurdat_atl,AL011962,36.9,-73.5, ,HU,75.0,990,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,40,Aug,-0.07,-0.07,-0.07,17.323282
1962272N15311,1962,88,,,DAISY,1962-10-06 06:00:00,TS,30.8,-68.6,90, ,hurdat_atl,main,848,812,I_____________,hurdat_atl,AL041962,30.8,-68.6, ,HU,90.0,967,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,20,Oct,-0.22,-0.22,-0.22,21.728323
1962287N23287,1962,92,,,ELLA,1962-10-20 00:00:00,TS,31.9,-72.7,95,960,hurdat_atl,main,470,462,O_____________,hurdat_atl,AL051962,31.9,-72.7, ,HU,95.0,960,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,37,Oct,-0.22,-0.22,-0.22,21.425611
1962331N33287,1962,106,,,NOT_NAMED,1962-12-01 18:00:00,TS,33.7,-74.3,80, ,hurdat_atl,main,226,179,O_____________,hurdat_atl,AL071962,33.7,-74.3, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,322,Dec,-0.43,-0.43,-0.43,21.280745
1963213N11321,1963,67,,,ARLENE,1963-08-09 18:00:00,TS,32.8,-64.0,100,970,hurdat_atl,main,1105,1090,O_____________,hurdat_atl,AL011963,32.8,-64.0, ,HU,100.0,970,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,50,Aug,1.14,1.14,1.14,20.690268
1963232N11313,1963,71,,,BEULAH,1963-08-24 06:00:00,TS,23.1,-59.6,105,958,hurdat_atl,main,815,815,O_____________,hurdat_atl,AL021963,23.1,-59.6, ,HU,105.0,958,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,346,Aug,1.14,1.14,1.14,24.86796
1963253N26293,1963,83,,,NOT_NAMED,1963-09-12 06:00:00,TS,37.7,-52.9,70, ,hurdat_atl,main,990,979,O_____________,hurdat_atl,AL031963,37.7,-52.9, ,HU,70.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,70,Sep,1.22,1.22,1.22,20.063126
1963262N14322,1963,88,,,DEBRA,1963-09-21 18:00:00,TS,23.1,-48.9,65,1000,hurdat_atl,main,1812,1812,O_____________,hurdat_atl,AL051963,23.1,-48.9, ,HU,65.0,1000,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,358,Sep,1.22,1.22,1.22,23.603981
1963267N11309,1963,90,,CS,EDITH,1963-09-25 00:00:00,TS,13.6,-59.5,85, ,hurdat_atl,main,363,349,O_____________,hurdat_atl,AL061963,13.6,-59.5, ,HU,85.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,284,Sep,1.22,1.22,1.22,27.050617
1963272N09314,1963,93,,CS,FLORA,1963-10-03 18:00:00,TS,17.2,-72.5,130,933,hurdat_atl,main,105,45,O_____________,hurdat_atl,AL071963,17.2,-72.5, ,HU,130.0,933,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,335,Oct,1.29,1.29,1.29,27.076368
1963291N26288,1963,104,,,GINNY,1963-10-28 18:00:00,TS,35.1,-71.5,95,963,hurdat_atl,main,369,369,O_____________,hurdat_atl,AL081963,35.1,-71.5, ,HU,95.0,963,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,34,Oct,1.29,1.29,1.29,19.427315
1964210N19314,1964,52,,,NOT_NAMED,1964-08-01 18:00:00,TS,39.0,-51.8,75, ,hurdat_atl,main,852,798,O_____________,hurdat_atl,AL021964,39.0,-51.8, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,45,Aug,-0.66,-0.66,-0.66,20.063126
1964234N13316,1964,65,,CS,CLEO,1964-08-23 12:00:00,TS,16.5,-66.6,130,938,hurdat_atl,main,159,145,O_____________,hurdat_atl,AL051964,16.5,-66.6, ,HU,130.0,938,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,278,Aug,-0.66,-0.66,-0.66,27.110828
1964242N14343,1964,72,,,DORA,1964-09-06 06:00:00,TS,26.1,-64.4,115,942,hurdat_atl,main,869,869,O_____________,hurdat_atl,AL061964,26.1,-64.4, ,HU,115.0,942,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,310,Sep,-0.76,-0.76,-0.76,24.23264
1964248N18324,1964,76,,,ETHEL,1964-09-13 12:00:00,TS,35.5,-63.2,90, ,hurdat_atl,main,906,848,O_____________,hurdat_atl,AL071964,35.5,-63.2, ,HU,90.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,44,Sep,-0.76,-0.76,-0.76,20.815498
1964257N15316,1964,82,,,GLADYS,1964-09-17 18:00:00,TS,25.0,-65.1,115,945,hurdat_atl,main,739,739,O_____________,hurdat_atl,AL091964,25.0,-65.1, ,HU,115.0,945,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,298,Sep,-0.76,-0.76,-0.76,25.232561
1964273N21280,1964,90,,GM,HILDA,1964-10-01 18:00:00,TS,24.8,-91.1,120,941,hurdat_atl,main,420,420,O_____________,hurdat_atl,AL101964,24.8,-91.1, ,HU,120.0,941,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,314,Oct,-0.8,-0.8,-0.8,24.930437
1964283N15277,1964,95,,,ISBELL,1964-10-14 12:00:00,TS,24.0,-82.9,100,964,hurdat_atl,main,108,108,O_____________,hurdat_atl,AL111964,24.0,-82.9, ,HU,100.0,964,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,38,Oct,-0.8,-0.8,-0.8,25.764368
1965233N32308,1965,76,,,ANNA,1965-08-24 06:00:00,TS,39.0,-51.3,90, ,hurdat_atl,main,859,831,O_____________,hurdat_atl,AL021965,39.0,-51.3, ,HU,90.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,38,Aug,1.54,1.54,1.54,20.063126
1965239N11310,1965,81,,,BETSY,1965-09-02 12:00:00,TS,22.8,-70.2,120,942,hurdat_atl,main,338,318,O_____________,hurdat_atl,AL031965,22.8,-70.2, ,HU,120.0,942,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,298,Sep,1.85,1.85,1.85,26.024284
1965259N13340,1965,96,,,CAROL,1965-09-21 06:00:00,TS,21.5,-40.9,80, ,hurdat_atl,main,2218,2218,I_____________,hurdat_atl,AL041965,21.5,-40.9, ,HU,80.0,975,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,356,Sep,1.85,1.85,1.85,23.527367
1965286N17313,1965,109,,,ELENA,1965-10-18 12:00:00,TS,39.0,-42.8,95,977,hurdat_atl,main,1193,1193,O_____________,hurdat_atl,AL061965,39.0,-42.8, ,HU,95.0,977,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37,61,Oct,1.98,1.98,1.98,18.918234
1966156N16275,1966,31,,,ALMA,1966-06-08 18:00:00,TS,24.4,-82.7,100,970,hurdat_atl,main,146,127,O_____________,hurdat_atl,AL011966,24.4,-82.7, ,HU,100.0,970,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,359,Jun,0.24,0.24,0.24,25.764368
1966181N29296,1966,37,,,BECKY,1966-07-02 18:00:00,TS,39.5,-54.7,75,984,hurdat_atl,main,794,695,O_____________,hurdat_atl,AL021966,39.5,-54.7, ,HU,75.0,984,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,358,Jul,0.24,0.24,0.24,18.280687
1966194N17303,1966,39,,,CELIA,1966-07-20 18:00:00,TS,33.6,-68.5,65,994,hurdat_atl,main,683,683,O_____________,hurdat_atl,AL031966,33.6,-68.5, ,HU,65.0,994,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,46,Jul,0.24,0.24,0.24,20.554846
1966202N32316,1966,45,,,DOROTHY,1966-07-26 12:00:00,TS,36.2,-41.9,75,989,hurdat_atl,main,1487,1467,O_____________,hurdat_atl,AL041966,36.2,-41.9, ,HU,75.0,989,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,291,Jul,0.24,0.24,0.24,19.477274
1966233N13340,1966,60,,,FAITH,1966-09-03 06:00:00,TS,37.5,-57.0,105,950,hurdat_atl,main,921,920,O_____________,hurdat_atl,AL061966,37.5,-57.0, ,HU,105.0,950,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,78,Sep,-0.05,-0.05,-0.05,20.778893
1966265N10325,1966,87,,CS,INEZ,1966-09-28 18:00:00,TS,17.0,-67.2,140,927,hurdat_atl,main,100,100,O_____________,hurdat_atl,AL091966,17.0,-67.2, ,HU,140.0,927,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,276,Sep,-0.05,-0.05,-0.05,27.133001
1966309N26310,1966,108,,,LOIS,1966-11-08 18:00:00,TS,30.0,-43.4,75, ,hurdat_atl,main,2031,1936,O_____________,hurdat_atl,AL111966,30.0,-43.4, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,36,Nov,-0.18,-0.18,-0.18,21.957726
1967241N16324,1967,85,,,ARLENE,1967-09-03 18:00:00,TS,42.6,-52.5,80, ,hurdat_atl,main,447,359,O_____________,hurdat_atl,AL111967,42.6,-52.5, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,28,Sep,-0.3,-0.3,-0.3,11.987564
1967248N15341,1967,92,,,CHLOE,1967-09-13 00:00:00,TS,27.9,-50.9,95, ,hurdat_atl,main,1836,1834,O_____________,hurdat_atl,AL121967,27.9,-50.9, ,HU,95.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,314,Sep,-0.3,-0.3,-0.3,22.967947
1967248N31282,1967,94,,,DORIA,1967-09-14 18:00:00,TS,38.0,-66.5,85,973,hurdat_atl,main,508,493,O_____________,hurdat_atl,AL141967,38.0,-66.5, ,HU,85.0,973,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,283,Sep,-0.3,-0.3,-0.3,18.072832
1967249N13303,1967,95,,GM,BEULAH,1967-09-20 00:00:00,TS,24.3,-96.3,140,923,hurdat_atl,main,143,115,O_____________,hurdat_atl,AL131967,24.3,-96.3, ,HU,140.0,923,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,341,Sep,-0.3,-0.3,-0.3,24.829472
1967275N20267,1967,114,,GM,FERN,1967-10-02 12:00:00,TS,22.1,-93.1,65, ,hurdat_atl,main,310,310,O_____________,hurdat_atl,AL191967,22.1,-93.1, ,HU,65.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,339,Oct,-0.38,-0.38,-0.38,25.63347
1967293N21306,1967,129,,,HEIDI,1967-10-25 12:00:00,TS,34.5,-48.5,75,988,hurdat_atl,main,1402,1380,O_____________,hurdat_atl,AL251967,34.5,-48.5, ,HU,75.0,988,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,48,Oct,-0.38,-0.38,-0.38,20.712051
1968153N17275,1968,29,,,ABBY,1968-06-05 18:00:00,TS,28.2,-80.2,65,994,hurdat_atl,main,40,40,O_____________,hurdat_atl,AL011968,28.2,-80.2, ,HU,65.0,994,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,Jun,0.28,0.28,0.28,24.102085
1968170N25279,1968,34,,,BRENDA,1968-06-24 00:00:00,TS,35.4,-64.3,70,991,hurdat_atl,main,857,857,O_____________,hurdat_atl,AL021968,35.4,-64.3, ,HU,70.0,991,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,86,Jun,0.28,0.28,0.28,20.815498
1968223N26280,1968,63,,,DOLLY,1968-08-12 18:00:00,TS,35.7,-69.0,75, ,hurdat_atl,main,585,585,I_____________,hurdat_atl,AL051968,35.7,-69.0, ,HU,75.0,989,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,70,Aug,0.53,0.53,0.53,20.179901
1968288N14280,1968,105,,GM,GLADYS,1968-10-19 00:00:00,TS,28.3,-83.1,85,977,hurdat_atl,main,36,19,O_____________,hurdat_atl,AL141968,28.3,-83.1, ,HU,85.0,977,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,43,Oct,0.55,0.55,0.55,22.030354
1969223N26288,1969,54,,,BLANCHE,1969-08-12 00:00:00,TS,39.0,-68.0,75, ,hurdat_atl,main,344,301,O_____________,hurdat_atl,AL071969,39.0,-68.0, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,31,Aug,0.51,0.51,0.51,16.822315
1969226N18280,1969,57,,GM,CAMILLE,1969-08-16 18:00:00,TS,24.3,-86.6,150,908,hurdat_atl,main,314,314,O_____________,hurdat_atl,AL091969,24.3,-86.6, ,HU,150.0,908,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,322,Aug,0.51,0.51,0.51,26.216478
1969227N13325,1969,58,,,DEBBIE,1969-08-20 00:00:00,TS,23.8,-60.6,110,954,hurdat_atl,main,795,774,O_____________,hurdat_atl,AL081969,23.8,-60.6, ,HU,110.0,954,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,296,Aug,0.51,0.51,0.51,24.86796
1969241N12298,1969,65,,CS,FRANCELIA,1969-09-02 18:00:00,TS,16.4,-86.7,85,973,hurdat_atl,main,70,55,O_____________,hurdat_atl,AL131969,16.4,-86.7, ,HU,85.0,973,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,256,Sep,0.79,0.79,0.79,
1969250N26280,1969,72,,,GERDA,1969-09-09 18:00:00,TS,40.9,-69.4,105,980,hurdat_atl,main,102,86,O_____________,hurdat_atl,AL161969,40.9,-69.4, ,HU,105.0,980,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,33,Sep,0.79,0.79,0.79,9.352127
1969257N11314,1969,78,,,HOLLY,1969-09-16 18:00:00,TS,16.0,-50.8,70,984,hurdat_atl,main,1190,1187,O_____________,hurdat_atl,AL171969,16.0,-50.8, ,HU,70.0,984,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,304,Sep,0.79,0.79,0.79,25.67559
1969264N16313,1969,85,,,INGA,1969-10-05 06:00:00,TS,30.5,-62.3,95, ,hurdat_atl,main,1359,1359,I_____________,hurdat_atl,AL201969,30.5,-62.3, ,HU,95.0,966,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,61,Oct,0.86,0.86,0.86,21.892818
1969265N34288,1969,86,,,NOT_NAMED,1969-09-24 12:00:00,TS,37.5,-65.7,65, ,hurdat_atl,main,594,570,O_____________,hurdat_atl,AL211969,37.5,-65.7, ,HU,65.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,24,Sep,0.79,0.79,0.79,18.072832
1969281N20292,1969,99,,,KARA,1969-10-17 18:00:00,TS,41.1,-56.3,80,978,hurdat_atl,main,598,500,O_____________,hurdat_atl,AL251969,41.1,-56.3, ,HU,80.0,978,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,62,Oct,0.86,0.86,0.86,13.086486
1969290N18275,1969,104,,GM,LAURIE,1969-10-21 00:00:00,TS,25.7,-91.0,80,973,hurdat_atl,main,379,346,O_____________,hurdat_atl,AL261969,25.7,-91.0, ,HU,80.0,973,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,22,Oct,0.86,0.86,0.86,23.85782
1969302N38291,1969,108,,,NOT_NAMED,1969-11-05 12:00:00,TS,32.5,-35.0,80, ,hurdat_atl,main,1802,1769,O_____________,hurdat_atl,AL281969,32.5,-35.0, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,35,Nov,0.81,0.81,0.81,20.253273
1969325N11280,1969,113,,CS,MARTHA,1969-11-22 06:00:00,TS,10.3,-81.0,80, ,hurdat_atl,main,145,145,O_____________,hurdat_atl,AL291969,10.3,-81.0, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,Nov,0.81,0.81,0.81,27.744785
1970138N12281,1970,43,,CS,ALMA,1970-05-20 18:00:00,TS,17.4,-81.4,65,993,hurdat_atl,main,317,303,O_____________,hurdat_atl,AL011970,17.4,-81.4, ,HU,65.0,993,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,37,May,0.04,0.04,0.04,27.569454
1970212N18278,1970,77,,GM,CELIA,1970-08-03 21:00:00,TS,27.8,-97.1,120,944,hurdat_atl,main,9,0,O_____________,hurdat_atl,AL041970,27.8,-97.1,L,HU,120.0,944,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,294,Aug,-0.76,-0.76,-0.76,
1970220N14342,1970,84,,,NOT_NAMED,1970-08-18 12:00:00,TS,41.3,-64.3,70, ,hurdat_atl,main,257,256,O_____________,hurdat_atl,AL081970,41.3,-64.3, ,HU,70.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,70,Aug,-0.76,-0.76,-0.76,7.2558317
1970252N16277,1970,112,,GM,ELLA,1970-09-12 10:00:00,TS,23.9,-97.7,110,962,hurdat_atl,main,10,0,O_____________,hurdat_atl,AL121970,23.9,-97.7,L,HU,110.0,962,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,273,Sep,-0.77,-0.77,-0.77,
1970274N15306,1970,125,,,NOT_NAMED,1970-10-18 12:00:00,TS,35.4,-32.1,75, ,hurdat_atl,main,1642,1642,O_____________,hurdat_atl,AL151970,35.4,-32.1, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,275,Oct,-0.74,-0.74,-0.74,17.770441
1970286N25292,1970,135,,,NOT_NAMED,1970-10-17 06:00:00,TS,36.4,-62.0,85,974,hurdat_atl,main,838,737,O_____________,hurdat_atl,AL181970,36.4,-62.0, ,HU,85.0,974,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,25,Oct,-0.74,-0.74,-0.74,20.808365
1970294N34312,1970,139,,,NOT_NAMED,1970-10-26 06:00:00,TS,35.5,-37.6,85, ,hurdat_atl,main,1789,1783,O_____________,hurdat_atl,AL191970,35.5,-37.6, ,HU,85.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,46,Oct,-0.74,-0.74,-0.74,18.71694
1971216N31297,1971,84,,,NOT_NAMED,1971-08-06 12:00:00,TS,46.0,-49.0,75,974,hurdat_atl,main,318,318,O_____________,hurdat_atl,AL041971,46.0,-49.0, ,HU,75.0,974,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,35,Aug,-0.77,-0.77,-0.77,1.7226641
1971223N27280,1971,92,,,BETH,1971-08-15 12:00:00,TS,39.7,-67.2,75,977,hurdat_atl,main,323,321,O_____________,hurdat_atl,AL061971,39.7,-67.2, ,HU,75.0,977,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,41,Aug,-0.77,-0.77,-0.77,10.37442
1971247N28273,1971,108,,GM,FERN,1971-09-09 06:00:00,TS,26.7,-94.0,80,993,hurdat_atl,main,281,257,O_____________,hurdat_atl,AL111971,26.7,-94.0, ,HU,80.0,993,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,323,Sep,-0.82,-0.82,-0.82,23.809708
1971249N11302,1971,109,,CS,EDITH,1971-09-09 18:00:00,TS,14.8,-83.2,140,943,hurdat_atl,main,10,0,O_____________,hurdat_atl,AL131971,14.8,-83.2, ,HU,140.0,943,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,292,Sep,-0.82,-0.82,-0.82,
1971249N26289,1971,110,,,GINGER,1971-09-14 00:00:00,TS,33.3,-53.3,95, ,hurdat_atl,main,1480,1457,O_____________,hurdat_atl,AL141971,33.3,-53.3, ,HU,95.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,69,Sep,-0.82,-0.82,-0.82,20.45523
1971255N11312,1971,115,EP,MM,IRENE:OLIVIA,1971-09-25 18:00:00,TS,17.3028,-107.224,100, ,hurdat_epa,main,330,329,O________OP___,hurdat_epa,EP151971,17.3,-107.2, ,HU,100.0, ,3.0, , , , , , , , , , , , , , , , ,17.3000,-107.200,TC,100, ,17.3138,-107.318,4, , , , , , , ,11,320,Sep,-0.82,-0.82,-0.82,24.741383
1972167N20271,1972,46,,GM,AGNES,1972-06-19 00:00:00,TS,26.0,-85.7,75,982,hurdat_atl,main,340,312,O_____________,hurdat_atl,AL021972,26.0,-85.7, ,HU,75.0,982,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0,Jun,0.92,0.92,0.92,24.883905
1972236N37296,1972,79,,,BETTY,1972-08-28 00:00:00,TS,40.5,-42.6,90,976,hurdat_atl,main,1086,1086,O_____________,hurdat_atl,AL101972,40.5,-42.6, ,HU,90.0,976,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,75,Aug,1.37,1.37,1.37,18.616947
1972249N24281,1972,90,,,DAWN,1972-09-08 00:00:00,TS,35.2,-70.8,70,998,hurdat_atl,main,429,396,O_____________,hurdat_atl,AL131972,35.2,-70.8, ,HU,70.0,998,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,335,Sep,1.58,1.58,1.58,20.179901
1973183N26292,1973,57,,,ALICE,1973-07-04 12:00:00,TS,33.1,-65.1,80,990,hurdat_atl,main,997,982,O_____________,hurdat_atl,AL041973,33.1,-65.1, ,HU,80.0,990,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0,Jul,-1.11,-1.11,-1.11,20.473612
1973230N20276,1973,83,,GM,BRENDA,1973-08-21 06:00:00,TS,19.0,-92.1,80, ,hurdat_atl,main,44,11,O_____________,hurdat_atl,AL081973,19.0,-92.1, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,204,Aug,-1.28,-1.28,-1.28,
1973258N11338,1973,98,,,ELLEN,1973-09-22 12:00:00,TS,42.1,-45.2,100, ,hurdat_atl,main,806,805,O_____________,hurdat_atl,AL121973,42.1,-45.2, ,HU,100.0, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,46,Sep,-1.45,-1.45,-1.45,16.56951
1973282N30294,1973,112,,,FRAN,1973-10-11 06:00:00,TS,36.8,-38.3,70, ,hurdat_atl,main,1640,1638,O_____________,hurdat_atl,AL141973,36.8,-38.3, ,HU,70.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,59,Oct,-1.71,-1.71,-1.71,18.71694
1974239N27291,1974,93,,,BECKY,1974-08-30 06:00:00,TS,37.3,-61.8,100, ,hurdat_atl,main,750,730,O_____________,hurdat_atl,AL091974,37.3,-61.8, ,HU,100.0, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,55,Aug,-0.37,-0.37,-0.37,20.47461
1974241N17304,1974,94,,CS,CARMEN,1974-09-02 06:00:00,TS,18.4,-86.8,130,928,hurdat_atl,main,97,43,O_____________,hurdat_atl,AL101974,18.4,-86.8, ,HU,130.0,928,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,289,Sep,-0.41,-0.41,-0.41,27.507635
1974258N15295,1974,104,,CS,FIFI:ORLENE,1974-09-18 18:00:00,TS,16.3,-84.7,95, ,hurdat_atl,main,44,44,O_____________,hurdat_atl,AL141974,16.3,-84.7, ,HU,95.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,267,Sep,-0.41,-0.41,-0.41,
1974271N11315,1974,111,,,GERTRUDE,1974-09-29 00:00:00,TS,11.0,-53.0,65,999,hurdat_atl,main,586,579,O_____________,hurdat_atl,AL171974,11.0,-53.0, ,HU,65.0,999,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,281,Sep,-0.41,-0.41,-0.41,27.056803
1975205N26292,1975,59,,,BLANCHE,1975-07-27 18:00:00,TS,37.9,-68.0,75,981,hurdat_atl,main,455,410,O_____________,hurdat_atl,AL041975,37.9,-68.0, ,HU,75.0,981,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,31,Jul,-1.13,-1.13,-1.13,16.822315
1975237N22290,1975,78,,GM,CAROLINE,1975-08-31 00:00:00,TS,24.0,-97.0,100,973,hurdat_atl,main,81,50,O_____________,hurdat_atl,AL071975,24.0,-97.0, ,HU,100.0,973,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,285,Aug,-1.2,-1.2,-1.2,
1975241N33314,1975,82,,,DORIS,1975-09-02 06:00:00,TS,36.4,-44.5,95,965,hurdat_atl,main,1343,1318,O_____________,hurdat_atl,AL081975,36.4,-44.5, ,HU,95.0,965,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,Sep,-1.37,-1.37,-1.37,19.804033
1975256N18306,1975,94,,GM,ELOISE,1975-09-23 12:00:00,TS,30.2,-86.3,110,955,hurdat_atl,main,22,0,O_____________,hurdat_atl,AL131975,30.2,-86.3, ,HU,110.0,955,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,15,Sep,-1.37,-1.37,-1.37,20.519907
1975261N18327,1975,98,,,FAYE,1975-09-27 00:00:00,TS,32.7,-64.2,90,985,hurdat_atl,main,1091,1017,O_____________,hurdat_atl,AL141975,32.7,-64.2, ,HU,90.0,985,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,332,Sep,-1.37,-1.37,-1.37,20.690268
